,x1,y1,z1,x2,y2,z2,x,y,z,l,x1_gp3,y1_gp3,x2_gp3,y2_gp3,x1_gp4,y1_gp4,x2_gp4,y2_gp4,frame,seen_gp3,seen_gp4,particle
0,-3.9399034253736405,-2.1541192639556304,1.8830466020745,-3.5769458805378798,-1.38243329473202,1.7048080770897602,-3.7584246529557603,-1.7682762793438198,1.7939273395821305,0.871209725748353,25.8693127020457,71.00375037580409,29.791533640781502,63.3458575665407,28.958776011330503,62.6940577722186,31.596758033206005,61.3758253934935,500,1,1,0
1,-3.93231744062838,1.19552150448274,1.38111370414925,-3.35447693521661,1.8809618428503303,1.7774503477052002,-3.6433971879225,1.5382416736665403,1.57928202592722,0.980209590945322,26.6954575676464,38.283426296246695,31.7457734321589,31.4503513398691,25.887473697989904,59.0451269515075,31.008164586056804,63.27572257452741,500,1,1,1
2,-3.4717068222745704,-1.6310455087964801,-0.61381807956335,-3.9379554045186893,-1.2136205418441501,-1.29642236971959,-3.7048311133966303,-1.42233302532031,-0.9551202246414712,0.9260561324344869,33.5410471894274,64.3190600407331,30.1203125919772,60.2528002796503,33.0715682200436,40.2119279162694,28.5233793754567,33.7834699338043,500,1,1,2
3,-3.6917049932438006,-2.8190508390738804,-1.7897402307561703,-3.04234538520358,-3.08346576996833,-1.1425131572806,-3.36702518922369,-2.9512583045211103,-1.4661266940183804,0.954193922048244,33.04086476324141,73.927872292327,38.0896777752657,76.8543572780199,32.0337542043548,30.136213781667404,37.89961775428141,35.9852090595605,500,1,1,3
4,-3.34146969874638,0.182217178224123,0.014755456333966799,-2.64066719825291,-0.451246885966208,0.094335655984289,-2.99106844849964,-0.13451485387104198,0.0545455561591279,0.948015755931735,34.03822064040511,48.0490395738218,40.39177929044651,53.9025786525217,32.7810081022702,45.7566253320367,39.95557259031201,46.63199158414071,500,1,1,4
5,-2.74200077248752,-1.0780940274981101,-1.7453613919617201,-2.5884460662690305,-0.6695575889499671,-2.5849311417056704,-2.66522341937827,-0.8738258082240371,-2.1651462668337,0.9462338157710081,41.2035582331962,58.9433734332368,43.15920286570601,55.2023230650625,39.499113723985005,29.710814611497103,40.7992706780872,21.675651380417403,500,1,1,5
6,-2.24987921935608,0.355742767633193,-2.07865761923625,-1.8503956539869302,-0.368771310027186,-2.13038954322634,-2.0501374366714997,-0.00651427119699619,-2.1045235812313003,0.828965596202783,46.089638602098404,46.5868202440914,49.017393201455995,52.76241934338321,43.1475862088104,25.7737077386045,47.6774605980466,25.782562396645105,500,1,1,6
7,-2.01226128856513,4.11013337438414,0.721814097368458,-1.7423796418965498,3.6809651898887403,1.5076681761450401,-1.8773204652308397,3.8955492821364395,1.1147411367567501,0.935194133280041,45.89733767860881,11.0979175906125,47.6919311758958,14.198557908907501,43.4620254566194,53.0436635090765,46.6656770337826,61.3513469819225,500,1,1,7
8,-1.5583947178716402,3.339584263166911,1.65550546077625,-0.701853622999435,2.9314531220878504,1.5365023070794601,-1.13012417043554,3.13551869262738,1.59600388392785,0.9562402554343472,49.6928078402575,17.3642138888881,58.051084249773105,21.478728686198604,48.5615195579824,62.80757695278441,57.7498426489628,61.4834998724908,500,1,1,8
9,-2.00553457041392,4.395750753146411,-0.38258818019689506,-1.07542946213412,4.39187039608314,-0.23015097891633302,-1.54048201627402,4.39381057461478,-0.3063695795566141,0.9425219731939279,46.7968845915037,9.900600806116021,55.1577122006143,9.755186997993292,43.4628165961008,41.0947728436548,53.6780795412143,42.8476551317887,500,1,1,9
